receptor,gauss_1,gauss_2,repulsion,hydrophobic,hydrogen_bonding,tors,exp_binding_affinity
3ttm,60.1154,473.707,2.72638,31.9167,3.46798,1.8,8.52
3ttn,86.7473,778.528,4.62746,38.0649,3.45199,2.6,7.84
3ttp,108.171,2043.99,4.93281,43.0499,5.1304,3.6,9.12
3tu7,116.336,1635.71,3.38743,53.1152,5.09801,2.6,8.09
3tvc,125.715,1791.79,3.27326,72.3658,1.68676,3,7.74
3tz0,50.7729,638.331,2.66388,27.0004,3.27368,1.6,5.04
3tza,97.7164,1257.61,5.70602,28.1107,7.61248,2.5,5.5
3tzm,99.0574,1737.57,2.2525,46.1059,0.722354,1.6,7.77
3u10,113.942,1439.09,3.64024,0,6.06037,1.4,5.44
3u15,96.2022,1551.95,6.00621,56.6006,2.36223,1.8,7.11
3u3u,76.1742,1215.04,3.82876,69.0643,3.16386,3.9,6.88
3u5l,69.8246,1061.84,0.862389,60.7446,0,1.2,6.19
3u6h,136.191,2243.75,4.9262,84.0167,0.981306,2.4,9
3u6i,138.853,2270.7,3.83216,92.4985,1,2.5,9
3u7k,97.9857,1388.74,6.39986,29.0993,9.23073,2.9,7.07
3u7l,81.1927,1338.96,5.67075,26.8404,8.91979,2.7,7.28
3u7m,97.0733,1321.4,5.59514,30.5738,4.72148,3.3,7.45
3u7n,96.3597,1300.15,7.62988,21.0873,5.54627,3.1,7.95
3u7s,108.329,2045.11,4.62446,42.563,6.1554,3.6,8.43
3u81,116.921,1529.02,5.03133,2.89891,7.50493,2.8,4.44
3u8j,76.7048,896.963,3.33521,17.861,1.85055,1.2,8.51
3u8l,69.6265,1124.65,2.63279,25.6174,1.29767,1.4,8.05
3u90,35.748,521.246,2.63526,24.6227,0.732978,3.4,4.62
3u92,86.9274,957.113,5.93419,25.9248,8.78609,1.8,7.48
3u93,71.0364,666.025,4.60709,10.0425,8.71301,1.9,6.31
3ubd,102.912,1713.47,2.87643,63.983,2.27324,2.8,5.54
3ucj,84.3081,816.908,5.87586,8.89811,2.27322,1.5,6
3udd,129.309,1715.68,1.85336,60.9694,0.00464065,2.4,7.1
3ug2,72.8845,1274.7,2.39216,26.2098,0,2.6,8.25
3uil,20.6139,464.997,0.578835,11.5891,0.745073,3,6
3uj9,64.4743,729.959,4.39195,0,7.13387,1.8,4.63
3ujb,119.649,1749.37,4.92626,2.38715,6.42708,2.8,5.1
3ujc,64.0881,706.459,4.50834,0,6.93472,1.8,4.59
3ujd,65.1984,718.566,4.49465,0,7.1895,1.8,4.69
3umo,128.359,1776.09,5.11281,0,8.43733,2.9,3.89
3umq,7.49727,269.989,0.205869,3.74614,0,1.4,4.62
3uod,96.1502,1434.74,2.82062,46.0934,3.08103,2.2,7.31
3upk,127.551,1891.46,7.15725,9.20814,10.4982,3.5,4.3
3upv,102.476,1557.22,6.2371,29.2908,10.2457,5.9,5.3
3usx,34.3854,596.59,1.99087,29.9823,0.621819,3.4,5.02
3uu1,49.1018,646.148,0.996102,39.2464,1.30369,1.3,5.2
3uug,83.745,964.637,5.99922,0,10.1037,1.6,4.51
3uw4,112.741,1255.2,4.0069,38.4027,5.31409,2.6,7.77
3uw5,113.669,1228.93,3.52286,44.5436,4.67432,2.6,7.85
3uxd,71.8263,671.791,3.46619,37.7723,2.38024,1,4.41
3uxk,47.9955,679.112,3.38279,34.035,3.31187,1.3,4.93
3uxl,47.6724,674.36,3.89979,33.6134,5.56641,1.6,5.57
3uyr,118.874,2064.51,6.39534,44.9002,3.5765,6.5,6.9
3uz5,73.6502,685.361,3.21544,34.6186,1.64983,1,7.22
3uzj,61.3098,558.158,1.99485,35.798,1.34786,1,5.55
3v2n,40.5877,985.622,2.54295,70.2521,4.36066,3.4,6.1
3v2p,57.4451,1282.18,2.03288,100.87,3.16038,4.2,6.36
3v2q,44.7441,1135.96,2.15565,82.5255,3.40127,3.8,6.29
3v3l,124.753,1448.17,6.74336,0,9.92805,3.1,6.43
3v3q,113.09,1337.53,18.4137,27.4228,3.1811,3.7,6.6
3v4t,119.425,1939.76,7.34047,8.10821,11.1103,3.5,4.11
3v51,122.731,1995.19,3.36931,90.283,0.976763,1.9,8.55
3v5p,86.6418,1507.15,2.9243,34.8814,1.88366,1.7,8.96
3v5t,101.818,1750.25,4.38382,53.0861,0.599692,2.3,8.22
3v78,146.343,1598.47,7.26382,129.152,3.57527,1.6,5.54
3v7t,107.086,1359.67,3.55641,20.5567,3.95163,2.3,7.21
3v7x,60.8977,1085.85,1.84352,39.1549,1.98935,2.5,8.57
3vbd,66.6919,1026.88,3.53819,42.1002,2.03686,1.5,8.07
3vd4,56.5612,911.403,3.11025,8.67587,5.02905,2,4.82
3vd9,54.8891,912.309,3.18752,10.8758,5.01856,2,4
3vdb,72.4488,872.801,8.49527,0,7.24681,1.6,2.52
3veh,79.1348,1085.26,3.46074,29.4464,3.41951,1.9,4.96
3vf5,133.475,2227.35,4.79648,51.9857,4.61477,3.7,9.34
3vf7,134.959,2256.19,5.81421,58.7143,5.77038,3.7,9.1
3vfa,117.544,2203.62,6.30732,52.4991,5.18136,3.7,9.19
3vfb,123.26,2246.2,5.35625,58.2909,5.6061,3.7,9.04
3vh9,52.0648,688.241,1.93547,19.5216,2.11259,1.1,6.24
3vha,73.7433,1333.12,0.902725,42.8961,0.910742,1.1,7.4
3vhc,81.3503,1419.42,1.72321,49.1104,1.73163,1.1,8.89
3vhd,75.0594,1350.69,1.90386,50.8211,1.98503,1.1,9.28
3vhk,80.8206,1375.64,1.32586,66.623,0.436287,1.9,4.6
3vjc,153.069,2193.7,5.57975,111.891,10.8627,5,7.72
3vje,166.765,2465.12,11.9777,126.82,14.5256,5,8.01
3vtr,121.289,1770.25,7.09048,5.51356,6.31273,4.8,5.57
3vvy,84.5364,1325.66,2.52736,95.5236,1.20995,1.6,4.84
3vw1,96.0881,1606.2,5.2327,86.1943,0,2.2,4.67
3vw2,81.9303,1405.7,1.84528,56.8314,0,1.4,4.75
3vx3,127.892,1578.41,8.45186,0,12.4734,2.5,7.82
3w07,91.6259,1436.26,8.19181,5.55966,11.3661,2,3.38
3w37,112.592,1782.32,7.70998,13.3675,11.6414,4.1,5.18
3w5n,78.4141,742.172,3.8139,16.568,6.23012,1.4,3.87
3w9k,63.8086,1029.13,0.421795,75.4484,0,3.4,6.32
3w9r,46.8837,1098.06,1.03141,53.6441,1.84096,1.7,6.18
3wgg,173.438,2265.13,6.82159,18.1564,6.40804,3.7,4.4
3wha,84.3766,1533.21,2.13788,39.3428,1.75368,2.3,9.32
3wjw,98.2258,1498.35,6.86518,11.7879,11.2002,2,3.87
3wmc,105.585,950.287,5.28516,47.2337,2.12499,2.4,6.51
3wq5,127.462,1837.22,10.3482,21.5579,14.4354,2.9,3.85
3wq6,153.864,2302.61,9.60499,41.308,13.3479,3.9,4.59
3wqm,131.3,1293.55,5.36597,74.1568,5.48715,2.1,6.25
3wtl,94.297,1115.64,2.4947,16.643,0.608668,1.6,7.04
3wtm,94.6885,1083.13,2.84485,16.3341,0.676988,1.6,7
3wtn,80.8414,916.491,2.95614,15.7825,2.04187,1.4,7.04
3wto,89.5002,920.728,3.00333,17.8471,1.89017,1.4,6.92
3wvm,58.1061,1156.11,1.56545,66.9459,2.72121,4.2,5.71
3wz6,91.4916,1489.94,4.97577,64.1329,4.28228,2.8,5.96
3wz7,105.555,1709.16,4.38372,70.0427,4.85951,2.6,5.74
3wzn,84.0604,1133.17,3.9777,30.4465,4.4049,2.1,7
3x00,77.9309,1180.39,2.69564,40.2041,3.61196,3.3,9.08
3zbx,120.917,1683.19,3.08987,48.5033,0,1.6,8.22
3zc5,128.161,1700.67,2.89592,57.8375,0,1.6,7.13
3zcl,109.616,1496,2.48436,46.4047,0.832314,1.8,8
3zdh,75.7308,930.482,1.7612,22.2083,0.785557,2,7.35
3zdv,63.6903,965.605,4.98349,4.44942,8.21733,2.3,5.48
3zhx,58.1463,1089.75,5.22512,3.79027,7.76888,2.3,6.68
3zi0,56.3845,1184.54,5.34924,11.1759,7.80065,2.7,7.4
3zi8,58.4116,556.002,3.92843,5.60025,5.34005,1.3,5.66
3zj6,86.9568,1201.27,5.18982,23.8519,9.72929,2.2,6.66
3zk6,115.186,1499.62,3.98356,67.1266,2.06139,3.2,6.34
3zll,37.6514,813.63,0.577351,21.0311,0.661077,1.6,6.4
3zln,135.754,1628.38,3.85905,86.1787,2.75929,1.8,8.47
3zlr,172.39,2149.28,4.54804,102.774,2.97401,3.1,9.26
3zm9,104.14,1785,2.85033,37.065,0.763837,3.1,7.42
3znr,124.044,1852.21,3.38471,74.5951,0,2.2,7.44
3zns,115.215,1834,3.44755,78.5244,0.058122,2.4,7.41
3zps,129.944,2462.4,6.67094,64.0286,5.016,4.9,8.3
3zpu,129.665,2496.77,4.80472,68.4829,4.86237,3.5,8.38
3zq9,80.5784,980.512,3.86298,3.1392,5.83715,2.5,6.02
3zqe,24.4392,957.804,0.121457,23.8288,0,2,4.23
3zsq,110.041,1535.61,3.19241,31.6699,5.41493,3.6,4.96
3zsy,89.9887,1326.53,4.01366,27.0421,5.69105,2.6,3.23
3zt3,83.7458,1228.52,2.74641,37.7847,4.28866,1.5,2.86
3zv7,62.0443,917.09,2.1832,20.5553,1.66774,1.1,5.92
3zxz,126.196,1721.38,2.58736,34.4226,0.284117,2.1,8.4
3zyf,45.3133,773.375,1.48527,1.5862,3.87345,2.2,4.85
3zyu,72.9398,1216.85,0.466166,53.6644,0.722739,1.8,7
3zze,104.131,1557.71,2.85982,56.679,2.58337,1.9,8.89
456c,107.408,1611.79,7.28229,37.2215,6.8595,2.3,9.77
4a4q,139.913,2630.36,5.83008,94.6823,4.28401,4,9.4
4a4v,67.55,1206.04,0.610836,45.3193,0.788289,2.7,6.54
4a4w,97.5078,1638.23,1.79426,78.2001,0.811281,3.1,7.72
4a6b,129.252,2577.21,5.12559,86.2812,3.55725,4.2,8.38
4a6c,149.18,2545.6,4.19667,84.312,3.65717,4.2,7.92
4a6l,121.579,1623.37,4.01252,64.6715,3.00773,2.2,8
4a6s,42.4048,756.65,3.5808,0.258538,5.96037,2,5.2
4a7i,123.661,1304.95,3.31122,37.5009,3.27422,2.4,8.7
4a95,129.246,1241.11,6.45435,77.9677,2.10662,2.4,5.76
4ab9,59.4093,700.183,4.10218,4.05221,2.6822,1.3,3.33
4aba,56.0109,677.684,2.00365,4,2.70902,1.5,3.82
4abb,52.9631,632.452,1.05114,5.08847,1.91543,1.3,4.51
4abd,63.2347,725.614,2.17426,6.54956,2.91281,1.5,4.4
4abe,65.3996,733.64,2.69957,4.90906,2.77732,1.5,3.4
4abf,59.793,696.357,1.59632,4.96152,2.02687,1.3,4.62
4abh,62.4662,724.924,2.01633,5.39041,2.90691,1.5,4.15
4acc,84.2918,1504.66,2.5575,26.1211,1.24526,2.7,7.7
4aci,58.9087,816.675,3.9076,6.61587,7.02225,2.1,2.22
4ad2,74.4574,1072.62,5.47884,7.08527,7.60386,2.4,6.2
4ad3,82.1099,1137.7,5.92643,0,7.88398,2.5,4.62
4ad6,106.75,811.342,5.3615,0,4.86142,1.7,4.78
4afg,72.2939,1001.81,1.43274,39.5415,1,1,8.3
4ag8,133.152,1686.59,3.71135,87.3507,2.69019,2,8.96
4agc,131.293,1721.59,3.50484,87.246,2.6561,2,10.7
4agl,59.68,632.61,1.9125,18.8087,0,1.5,3.65
4agm,69.4533,827.042,1.90553,19.591,0,2.1,3.98
4ago,100.697,1168.39,2.18704,34.1754,0.858872,3.1,4.81
4ahr,77.166,974.246,3.67898,26.594,1.16111,1.6,2.19
4ahs,72.8758,860.107,2.22941,29.8427,0,1.2,2.19
4ahu,68.9983,836.897,2.22412,14.3243,0.566029,1.2,2.27
4ai5,74.4837,662.324,4.03116,0,2.38448,1,2.92
4aia,69.8269,633.473,3.0797,0,2.83293,1,3.66
4aj4,57.661,912.184,3.7221,14.7147,2.42975,2.4,3.89
4aje,65.1957,961.071,9.30444,20.2515,8.3214,1.8,3.68
4aji,63.1325,1155.52,8.09846,23.3634,6.9634,2.2,3.55
4ajl,80.2807,1064.26,3.51724,25.9299,4.13082,2,3.8
4alx,91.9115,1310.95,2.60517,48.0617,1,1.2,7.28
4aoi,125.63,1664.98,2.60709,41.9324,1.3973,1.6,8.4
4ap7,116.896,1553.02,2.57351,43.8137,0.875912,1.7,7.96
4app,120.678,1893.27,4.369,40.1237,2.80963,2.2,7.19
4aq4,72.0714,755.09,5.57981,0,8.33775,2,6.17
4aq6,56.9065,848.976,2.69355,29.6073,2.722,1.6,4.8
4aqh,98.219,1399.11,4.40616,28.2849,3.765,1.8,6.54
4ara,107.512,1489.91,2.78674,38.7272,2.06194,2.4,6.05
4arb,112.959,1492.17,3.80641,49.2646,3.52592,2.4,5.89
4arw,55.3671,1286.68,1.06669,30.1499,1.45299,2.3,7.13
4asd,130.825,1938.62,3.7404,68.9669,3.1198,2.2,9.28
4ase,125.682,1885.25,2.78036,59.9667,2.45318,2.2,11
4asj,80.3291,1583.61,1.5344,40.2251,1.12192,2,7.55
4att,71.4458,1025.06,5.30893,23.0896,8.79462,2.6,6.98
4auj,69.3512,1077.68,5.33871,25.378,8.69287,2.5,7.74
4av4,73.3477,1003.41,6.94117,15.5223,9.62522,2.4,7.03
4av5,81.3677,1144.2,5.21015,38.4576,8.4812,2.6,7.21
4avh,72.3915,1005.89,4.84284,13.6562,8.42103,3,7.23
4avi,75.8545,1084.43,5.05555,27.3383,7.7766,3.8,7.63
4avj,76.5278,1206.34,9.7252,29.2559,7.89559,2.9,7.44
4avs,40.4231,453.972,2.39685,15.6132,1.43651,1.2,3.49
4ax9,121.947,1839.2,5.39083,54.5093,7.16916,3.2,9.57
4axd,121.711,1653.21,9.95658,0,11.2879,2.8,4.43
4ayp,85.2832,1420.33,6.15019,0,9.38137,2.7,6.12
4ayq,54.0958,898.083,4.80929,0,6.29752,1.6,7.33
4ayu,45.1561,432.727,1.30993,15.1612,1.53854,1.2,4.73
4az5,89.4045,893.549,4.97979,15.4446,5.13729,1.5,5.99
4az6,134.626,1348.51,6.62613,35.2034,8.14245,2.3,9.1
4azb,113.238,1342.6,6.00024,31.465,7.27988,2.3,7.24
4azc,87.0395,793.953,4.48134,13.3177,5.04646,1.5,5.86
4azg,124.602,1246.79,7.84307,38.6919,7.42878,2.3,7.1
4azi,117.856,1365.97,6.63211,33.6222,8.14701,2.3,7.45
4b0b,82.9935,1085.73,2.01555,30.5029,0.0976484,1.5,3.33
4b1j,174.167,2139.88,5.61447,0,7.55815,3.3,7.3
4b2i,49.1474,501.135,1.5842,19.3207,0.789504,1,3
4b2l,58.7474,742.076,1.73955,20.904,0.83862,1.9,3.24
4b32,42.8977,560.44,0.227832,32.107,0,1.1,3.34
4b33,46.8574,582.79,1.04647,25.2624,1.3909,1.1,3.37
4b34,60.0555,532.976,4.56597,11.4831,1,1.1,3.14
4b35,52.7441,609.229,0.816191,18.4419,0.99891,1.4,2.89
4b3b,77.0901,1151.93,1.61029,33.4642,3.52749,3.7,3.6
4b3c,26.6177,515.404,0.262381,15.3463,0,1.1,2.68
4b3d,33.4606,526.494,0.461058,14.7824,0.618138,1,2.68
4b5d,73.1847,1053.3,1.35493,30.1136,1.29484,2.3,7.89
4b5s,36.6708,421.371,1.55936,8.08166,2.79716,1.3,3.49
4b5t,40.8402,479.534,3.59736,18.7836,1.97133,1.4,3.33
4b5w,37.5935,421.206,2.59047,7.84691,3.06486,1.3,3.33
4b6o,85.9042,1499.4,5.98545,20.4149,9.734,2.1,7
4b6p,122.637,1748.09,7.07502,32.2706,9.40989,1.9,7.13
4b6r,91.8706,1510.15,8.03061,36.0428,9.51595,2.1,5.85
4b6s,111.349,1710.67,6.64248,35.1577,9.82247,1.9,6.01
4b73,96.7129,1425.09,3.51171,39.6408,2.98627,2.6,7.21
4b74,125.187,1631.88,4.0362,38.1566,4.5606,3.1,7.66
4b76,70.9057,1019.92,1.44444,32.6723,0.0885882,1.7,4.54
4b7j,77.9493,1062.49,3.80895,12.9277,5.93763,2.3,7.95
4b7p,105.124,1725.47,4.53482,24.7168,5.97812,2.4,9.46
4b7r,77.702,1030.54,4.59714,16.3899,6.55411,2.3,9.64
4b8y,103.501,1515.75,4.36741,47.2632,5.29289,3.7,8.05
4b9k,111.842,1365.12,4.03171,57.6859,3.81033,2.2,6.17
4b9z,120.692,1834.16,7.81297,14.0186,8.97112,4.1,4.09
4bah,123.968,1615.38,4.62015,48.2909,6.48945,2.9,8.7
4bak,134.576,1758.84,4.67733,51.8491,6.54697,3.3,8.91
4bam,127.465,1705.95,4.26566,45.31,6.50464,2.9,8.94
4ban,129.834,1681.18,4.48416,43.1656,6.81607,2.9,8.61
4bao,131.45,1641.9,5.62133,47.9511,7.50008,2.9,8.37
4baq,137.9,1706.7,5.15679,47.6137,6.83047,3.1,9.01
4bb9,77.1869,1080.13,5.71998,0,9.97622,2,6
4bc5,53.9742,545.274,3.11957,3.2486,5.74067,2.1,4.6
4bck,64.5825,1336.25,3.11357,21.1744,1.45341,2.1,8.4
4bcm,105.222,1666.83,6.5941,32.5794,1.57485,2.2,6.91
4bcn,82.4122,1397.23,5.00429,29.8511,1.94275,1.9,7.92
4bco,109.749,1820.58,5.64225,34.0817,1.93878,2,6.88
4bcp,91.7017,1705.51,5.53665,27.988,1.97977,2,6.25
4bcs,88.8555,1215.24,3.7725,36.0167,5.32703,2,6.99
4bf1,66.4577,1086.3,1.60953,29.0054,2.07824,1.7,8.62
4bf6,67.9293,900.805,2.35773,23.2104,1.61232,1.7,8.35
4bi6,56.632,589.672,5.58411,0,5.94657,1.6,3.95
4bi7,56.3557,587.561,4.83099,0,6.45109,1.6,4.58
4bj8,84.1809,1233.56,6.21308,30.9652,7.6015,2,8.29
4bks,88.4118,1096.81,3.20936,35.8873,3.96129,1.9,3.82
4bny,82.2362,1580.53,2.42375,33.6956,0,1.2,7.1
4bps,79.3741,956.268,4.36343,41.2281,5.32212,1.8,2.99
4bqg,75.6178,983.142,1.26338,56.4938,1,1.6,6.22
4bqh,103.362,1497.63,2.49182,40.0124,1.97478,1.7,5.59
4bqs,43.5694,944.488,3.47298,8.47008,5.46174,1.4,4.21
4br3,129.789,1368.42,3.39214,89.8782,0,2.3,5.72
4bs0,64.3435,899.478,3.13325,8.36066,2.10408,1.2,5.7
4bt3,50.1716,679.296,4.51305,9.30653,4.86362,1.6,3.12
4bt4,45.9921,683.96,5.03181,13.4901,6.19021,1.6,3.34
4bt5,44.277,680.955,4.98138,9.55896,5.70025,1.6,2.76
4btk,82.0387,1145.3,2.7626,27.1843,1.96838,1.9,6.62
4bup,147.719,1703.11,6.30001,1.35647,6.79846,2.7,4.95
4buq,64.8979,966.983,5.55347,14.7202,8.33598,3,8.14
4bxk,123.423,1785.19,7.47752,27.8631,8.39706,3.5,7.95
4bzs,101.01,1910.79,4.11067,37.1907,4.4932,3.6,7.12
4c1t,148.203,2079.26,5.39231,0,8.60429,3.4,7.15
4c1u,116.129,1616.9,5.93135,0,10.5489,2.8,7.09
4c1y,48.9779,503.922,3.50734,7.6243,5.76658,1.5,3.6
4c2v,115.308,1971.26,4.19933,59.0365,1.55346,3.7,9
4c52,91.2193,1536.69,1.02158,108.03,0,3.2,5.68
4c5d,109.174,1657.56,1.48767,135.766,0,3.2,5.4
4c6u,90.2663,1070.83,5.21382,32.5185,1.50179,1.7,4.59
4c9x,124.497,1532.03,6.33675,67.797,2.10725,2.1,7.32
4ca5,164.819,2766.62,6.41655,86.9317,7.14629,4.5,9.39
4ca6,195.285,2826.71,7.85915,72.3805,7.9585,4.5,6.74
4ca7,166.206,2770.94,6.66309,68.8593,7.80675,4.5,7.36
4ca8,164.366,2771.82,8.41527,60.059,7.65453,4.3,6.68
4cc5,70.5756,714.357,3.11747,6.22874,1,1.2,4.42
4cd0,94.2036,1534.64,3.46923,30.9299,3.45646,2.7,9.7
4cd1,81.8568,967.584,1.92142,34.7961,2.29324,1.6,4.89
4cd4,83.6158,1048.03,5.42457,4.09923,9.81402,2.4,6.58
4cd5,99.899,1257.38,7.50137,0,11.8518,2.5,6.71
4ceb,138.233,1697.8,4.86119,37.5601,5.30452,3.8,2.97
4cfl,56.8774,1017.16,1.09261,68.0004,0.945977,1.4,5.88
4cg8,165.776,1767.19,3.30444,107.794,0,3.4,6.96
4cg9,133.176,1173.78,3.88016,104.152,0,1.8,6.21
4cga,125.097,1216.76,2.6679,99.7324,0,2.2,6.4
4cgi,83.6141,1443.42,4.21673,36.8015,6.17165,2.9,3.12
4cj4,86.0223,1234.1,2.03927,29.4705,3.60911,2.6,3.36
4cjp,79.4595,1221.3,2.54639,28.7411,3.14537,2.6,3.32
4cjq,103.357,1315.44,2.89621,35.1358,3.24609,2.8,3.59
4cjr,101.053,1410.07,3.15746,23.2221,5.4546,3,3.1
4ck3,79.2057,1188.38,2.4958,29.6084,4.12103,3.1,3.57
4cl6,89.7678,1473.31,2.5384,34.3287,0,1.8,5.39
4clj,93.1415,1490.94,2.39012,34.694,0.851277,1.1,9.15
4cmo,82.0105,1419.56,2.18365,26.9433,0.9228,2.3,9.07
4cp5,67.0813,1060.14,2.64907,3.30332,3.94491,3,3.34
4cp7,151.833,2652.92,7.82835,72.9107,5.7602,5.5,8.11
4cpr,151.197,2632.87,7.67498,67.7654,5.87047,5.3,7.46
4cps,138.507,2612.19,7.87442,66.683,5.85297,3.7,8.27
4cpt,145.182,2607.72,5.94807,75.0217,5.62927,3.8,7.7
4cpw,131.838,2551.48,6.64734,68.4889,5.64032,3.5,7.5
4cpy,73.1892,1017.36,4.51422,16.1378,6.59718,2.3,6.31
4cpz,102.477,1277.19,7.21248,9.56888,12.2012,2.5,7.68
4cr5,75.4475,792.702,1.30154,13.0972,0.881592,1,4.15
4crb,146.312,1974.91,5.37066,24.9962,3.74497,2.9,7.57
4crf,136.64,1955.37,3.83121,27.2192,4.45747,2.5,9.3
4crl,79.822,1614.94,1.33189,58.1733,0,1.6,9.71
4cs9,78.9949,611.011,2.88829,0,0.670403,2.1,2.1
4csd,61.0661,656.386,2.94216,8.51263,5.805,1.5,5.91
4css,80.825,1175.49,4.994,34.4213,7.96231,2.6,8.46
4cst,95.0159,1163.34,6.73969,48.3898,8.48876,2.2,8.89
4cu7,67.5585,678.023,5.5854,4.90574,7.94353,1.5,7.59
4cu8,75.3081,743.687,5.62178,0,7.55281,1.6,4.47
4cwf,67.8,907.78,0.469027,53.4952,0.241317,1.5,4.49
4cwn,98.6184,1395.21,1.2,42.3831,0.978647,1.8,5.59
4cwo,84.5796,1256.33,1.3675,59.2605,1.35309,1.7,5.21
4cwp,94.1835,1323.33,1.06726,42.5331,1,1.4,6.77
4cwq,103.338,1488.84,2.03258,39.3148,1.98066,1.8,7.06
4cwr,104.011,1385.59,1.30467,45.1521,0.988452,1.5,8.3
4cws,109.347,1503.39,2.07281,43.5146,1.99167,2.2,7.92
4cwt,114.037,1483.36,2.37301,50.1978,2.78463,2.2,6.75
4czs,167.375,1641.7,7.74057,45.8402,9.76986,5.5,5
4d1j,58.609,597.471,3.35448,0,5.87435,1.6,6.31
4d3h,152.285,1840.58,5.52843,0,6.66208,1.6,6.43
4d4d,78.1999,1079.2,5.13384,1.83885,8.44413,2.4,5.96
4d8z,69.3161,957.331,4.73909,7.45528,6.2415,1.9,6.29
4da5,74.4128,1096.58,3.60746,54.2881,1,1.7,6.44
4daf,70.6618,976.844,5.70198,5.86193,6.88746,1.7,7.12
4db7,70.539,962.872,3.9921,3.62634,5.60097,1.9,6.56
4dbm,82.603,1319.08,4.4604,31.3336,0.588346,1.8,7.62
4dcs,127.315,1150.32,9.15822,0,13.955,2.5,5.1
4ddm,46.8984,682.813,2.84693,3.89248,2.50977,1.2,2.46
4dds,94.6621,1270.44,3.90022,22.3203,5.11052,1.8,5.01
4ddy,92.6465,1221.05,4.32664,24.9176,4.64164,1.6,5.62
4de0,96.959,1195.11,4.81019,18.1286,6.06938,1.6,5.89
4de5,48.5903,746.005,1.82875,15.9097,2.97872,1.2,3.15
4del,81.7659,730.986,6.52728,0,9.83832,1.8,7.68
4der,41.2187,1108.72,4.8124,29.4728,0,1.5,6.31
4des,65.7161,1193.68,7.18368,46.9324,0.723098,1.4,5.85
4det,46.6095,1093.09,3.82496,28.0682,0,1.6,5.68
4deu,62.2267,1160.1,4.29034,32.4937,1.93336,1.5,5.64
4dew,54.5877,1148.14,10.0523,27.6904,0.702908,1.6,7
4dff,64.3916,982.568,1.94137,32.6922,1.75476,1.6,7.46
4dfg,125.35,2240.7,4.97966,58.204,6.18593,4.1,11.74
4dhl,53.2081,633.727,3.87317,0,1.98444,1.4,4.48
4djo,127.161,2090.78,5.36167,53.7894,5.85459,4.5,11.52
4djp,121.897,2106.17,4.17526,56.9886,5.12789,4.5,10.55
4djq,113.849,2081.13,4.31832,51.4897,4.80595,4.3,10.32
4djr,114.319,2078.57,7.84241,50.5188,4.44491,3.9,11.52
4dju,54.9211,986.983,2.77346,50.1523,3.89716,1.5,5.44
4djw,77.7331,1294.29,3.96739,50.1982,4.19841,1.7,6.28
4djx,85.5771,1233.35,3.83625,42.6141,4.07782,1.7,7.23
4djy,99.931,1299.65,4.22009,49.4419,4.14059,1.9,8.27
4dko,69.9894,1352.67,1.62987,26.3672,0.433031,1.6,6.52
4dkp,69.6223,1300.35,0.966746,29.2844,0.674542,1.7,5.72
4dkq,98.9791,1471.53,1.21413,29.8164,1.3974,1.9,6.6
4dkr,84.8226,1398.55,1.8176,24.3791,2.42084,1.8,6.52
4dmw,70.6308,1230.79,2.25687,4.74135,2.6521,2.4,4.94
4do4,85.7705,868.254,5.01018,4.29869,7.26821,1.7,7.29
4do5,67.8013,660.129,4.1536,0,6.96054,1.6,5.83
4dq2,182.19,2377.03,6.84074,17.0642,8.61661,3.5,7.52
4dst,32.9641,663.108,1.36505,22.1147,0,1.5,2.96
4dsu,36.9002,506.339,0.74188,25.8582,1,1,2.82
4dsy,56.0076,666.046,6.16208,0.126664,3.08768,1.4,4.43
4duh,99.3545,1356.36,2.39781,21.7432,3.07115,2.2,5.18
4dv8,118.106,1654.71,4.08426,66.6458,5.53795,3.5,9.24
4dy6,139.352,2002.45,8.15586,0,10.7473,3.9,4.4
4dzy,64.675,849.988,2.71814,54.7802,3.76006,1.6,5.62
4e0x,84.8986,948.505,6.91229,23.1612,9.72268,1.8,7.12
4e1k,104.976,1399.53,2.40391,51.6479,3.90112,2.1,6.3
4e3g,30.4377,532.07,0.943354,20.1356,1.18752,1.3,4.97
4e4l,91.2015,1447.49,1.95869,18.5465,1.33377,1.4,8.77
4e4n,88.2643,1463.36,1.75421,20.4834,1.48408,1.8,9.05
4e67,153.62,1954.18,4.2466,87.5737,5.88972,5.5,6.48
4e6d,102.446,1419.21,4.25785,18.7078,1.73371,1.4,8.92
4e70,66.8153,853.132,2.64263,49.086,3.14791,1.8,5.28
4e7r,137.321,1859.58,3.73025,58.7282,5.18221,3.2,7.7
4e9u,63.8637,1265.03,9.65162,55.9629,1.15628,2.2,5.82
4eb8,104.82,1340.56,2.88354,7.81204,4.38856,1.9,9.82
4ef6,69.2273,950.266,3.97838,9.82256,4.20759,1.6,2.92
4efk,44.4566,677.768,3.40174,5.4801,0.0377767,1.4,2.49
4efs,134.955,1756.66,2.80117,45.5109,1.6338,2.6,8.6
4egk,91.3696,1410.79,1.9853,25.7367,2.55298,1.2,7.72
4ehz,65.8096,1207.79,1.9228,18.0338,0.838028,1.2,8
4ei4,68.5629,1255.93,1.7229,24.7258,1.8186,1.3,8.74
4ej8,39.0504,380.248,1.04173,18.5276,0.564606,1.2,5.39
4ejl,52.5719,437.64,1.0037,29.09,1,1.6,5.14
4ek9,102.703,1356.86,5.53284,0,2.7403,1.8,4.42
