receptor,van_der_Waals,hydrogen_bonding,electrostatic,solvation,tors,exp_binding_affinity
3r4p,-87.7134,-12.6234,-0.0272605,162.421,7.5,7.96
3r5t,-101.442,-20.3406,-0.000758251,194.884,16,8.58
3r6c,-81.1713,-9.68896,-0.0349852,119.299,3,4.72
3r6u,-30.9942,-7.89407,-0.0210707,49.7247,2.5,4.52
3r7o,-110.289,-9.63782,-0.0044083,130.833,7,8.36
3rbu,-60.1847,-28.1838,0.0482013,147.295,6,9.43
3rdo,-56.7316,-26.8964,-0.012604,80.7963,5.5,9.85
3rdq,-55.0279,-26.471,-0.0165406,70.3781,6.5,9.31
3rdv,-82.1401,-21.4073,-0.0386358,133.152,31.5,4.91
3re4,-60.8766,-10.6899,-0.00073666,127.182,4,7.4
3rf4,-69.3085,-12.4209,-0.0477394,81.4514,5.5,6.25
3rf5,-60.688,-12.7378,-0.0500866,74.1438,4,5.63
3rlb,-81.7501,-15.0198,-0.00427009,106.453,4.5,9.92
3rlp,-53.7038,-5.65347,-0.020576,91.0498,2.5,7.08
3rlq,-67.3569,-10.2448,-0.00510603,94.3153,2,7.4
3rm4,-76.1308,-19.1137,-0.0889669,149.779,4.5,5.77
3rm9,-47.1428,-9.75466,-0.0433055,84.9934,1,4.77
3roc,-84.85,-6.16538,-0.00341083,106.553,7.5,8.19
3rsr,-83.724,-22.0754,-0.0707927,152.801,9.5,4.36
3rt4,-167.235,-26.2304,-0.0554398,182.517,32,8.8
3rt8,-64.1131,-40.5909,-0.0576328,135.429,4,6.35
3rtf,-71.0324,-41.2258,-0.0633515,144.616,4,7.35
3ru1,-53.0473,-20.0447,-0.0112382,71.8794,5.5,4.85
3rux,-159.033,-43.2819,-0.00608156,228.253,11,9.28
3rv4,-89.0717,-42.144,0.00105389,231.454,7,2.3
3rv8,-59.9344,-6.44501,-0.018682,104.157,5,4.92
3rwp,-92.1915,-11.8095,0.00419438,168.239,6.5,9.22
3ryv,-47.2492,-8.65206,-0.00150731,62.2134,3.5,7.07
3ryx,-51.68,-8.79475,-0.00202271,83.7166,5.5,8.14
3ryy,-48.2478,-8.12545,-0.0015536,61.2348,4.5,7.42
3ryz,-53.5517,-8.43655,-0.00202727,90.0394,6.5,8.62
3rz0,-50.0923,-8.72122,-0.00175291,60.0672,5.5,7.55
3rz1,-54.9819,-8.43899,-0.00206136,96.4786,7.5,8.74
3rz5,-51.6697,-8.87111,-0.0017439,59.0985,6.5,7.89
3rz7,-57.4999,-9.0291,-0.00217533,102.127,8.5,8.96
3rz8,-53.5555,-8.6462,-0.00174951,46.5396,7.5,8.17
3s0b,-60.0228,-0.0515738,9.53307e-06,17.6255,2,6.49
3s0d,-40.6028,-3.35687,-0.00154627,23.3594,5.5,7.05
3s0e,-45.5102,-4.2581,0.00125638,30.4224,3.5,6.55
3s2v,-83.7987,-34.7629,-0.0602719,152.037,6.5,6.8
3s3v,-69.4162,-14.3287,-0.0300031,113.468,5.5,6.23
3s43,-105.968,-16.5359,0.00112063,108.803,13,8.6
3s45,-104.298,-15.3108,0.00174399,104.503,13,8.49
3s54,-110.129,-16.4633,0.00147625,107.685,13,9.64
3s56,-129.191,-25.2077,-0.0168159,147.634,13.5,9.62
3s5y,-46.434,-30.1386,-0.0422334,104.726,3,7.41
3s6t,-71.808,-21.9866,0.00378239,133.361,6.5,7.35
3s71,-46.5369,-9.44445,-0.00198777,56.4679,1.5,8.64
3s72,-46.8724,-9.28442,-0.00120113,75.8669,1.5,6.4
3s73,-46.1405,-9.30181,-0.00154638,60.1441,1.5,8.7
3s75,-35.6653,-9.18448,0.000234134,51.1468,1.5,6.82
3s76,-35.7679,-14.0837,-0.00136919,72.9151,1.5,5.05
3s77,-37.5851,-10.0606,0.000467142,58.3549,1.5,7.21
3s78,-36.3024,-8.86596,0.000378736,41.442,1.5,6.47
3s8l,-77.2425,-37.3318,-0.063745,125.645,12,5.64
3s8n,-78.6689,-37.7737,-0.061689,126.133,12,6.21
3s8o,-79.4886,-37.1725,-0.0629181,121.059,12,6.85
3s8x,-57.1564,-8.51232,-0.00155249,76.5701,5.5,7.3
3s9e,-47.6144,-38.1687,-0.0592999,110.55,4.5,5.13
3s9t,-61.2846,-10.3948,-0.00357695,72.0692,5.5,6.82
3sap,-63.807,-8.81184,-0.00200604,70.69,8.5,7.59
3sax,-64.7745,-10.5907,-0.00317534,84.4539,6.5,6.57
3sbh,-55.0724,-8.75685,-0.00223653,69.3394,5.5,7.28
3sbi,-53.5265,-8.76618,-0.00227484,70.8557,5.5,7.92
3sfg,-41.1671,-8.79548,-0.00321303,96.342,3.5,6.06
3sha,-83.3559,-14.8215,-0.00741815,104.158,6.5,5.59
3shc,-90.3718,-13.2552,-0.00780959,107.241,6.5,5.72
3si3,-78.8573,-14.581,-0.00687151,99.48,6.5,4.16
3si4,-83.0083,-14.1405,-0.00627325,99.2312,6.5,3.88
3sio,-109.398,-4.89965,-0.0283134,127.824,13,8
3sjf,-124.437,-39.3559,-0.0259542,207.222,13,7.64
3sk2,-70.5644,-1.83575,-0.0017494,87.614,3.5,3.61
3slz,-178.838,-53.7805,-0.0133125,222.193,27,6.99
3sm2,-106.747,-15.2449,0.000108633,123.178,13,9.7
3spf,-48.7156,-0.00196678,-0.00854075,53.5626,12,3.86
3sr4,-112.75,-31.8588,-0.0441952,203.902,8.5,6.54
3st5,-116.315,-12.516,0.00136284,119.974,14,11.3
3std,-93.2547,-6.44665,-0.000483223,79.5393,6,11.11
3str,-114.418,-37.8977,-0.0176103,174.57,9.5,8.4
3su0,-113.162,-22.3828,-0.00868262,115.592,8,6.79
3su1,-114.003,-21.9507,-0.0075792,117.563,8,6.68
3su2,-117.924,-22.9967,-0.00771576,114.959,8,7.35
3su3,-116.75,-22.4392,-0.00602349,112.705,7,9.13
3su4,-117.709,-22.2222,-0.00708851,112.047,7,6.26
3su5,-114.1,-22.1084,-0.00577371,107.819,7,5.58
3su6,-121.856,-22.6078,-0.00625871,123.071,7,6.02
3sue,-134.293,-24.3293,-0.0100543,138.449,8,9.08
3suf,-122.544,-24.2441,-0.00709203,130.997,8,7.56
3sug,-120.162,-21.1871,-0.00504496,135.423,8,6.21
3sur,-64.9392,-20.1373,0.00453284,100.846,2.5,4.15
3sus,-64.7497,-14.8613,-0.0536812,112.285,2.5,4.15
3sut,-86.0991,-26.2637,-0.0440448,151.341,7.5,7.85
3suu,-84.1676,-25.7311,-0.0539956,149.93,7.5,8.52
3suv,-59.4361,-21.3112,-0.0486442,115.846,3.5,4.55
3suw,-61.4537,-17.9699,-0.0444307,114.885,2.5,4.7
3sv2,-83.9983,-15.5773,-0.0115055,107.281,6.5,4.19
3sw8,-69.6109,-18.7149,-0.00255032,79.3338,5.5,4.5
3sww,-73.6136,-18.0436,-0.0796005,116.18,5.5,8.4
3sxf,-87.1203,-6.26357,-0.000132904,106.043,3.5,8.6
3sym,-76.3754,-32.3154,0.00576126,183.241,5.5,4.57
3t01,-24.9675,-15.4214,0.0396099,87.2209,1,4.48
3t08,-52.6099,-24.4482,-0.00112098,104.383,5,3.04
3t09,-54.564,-21.2484,-0.000251908,115.28,3,3.8
3t0b,-52.0157,-21.6673,0.000772959,104.297,5,4.3
3t0d,-54.2013,-21.2324,-0.000863133,113.016,3,2.37
3t0x,-104.366,-4.17575,-0.00930756,62.5924,8,8
3t1a,-128.224,-6.0351,0.00262482,133.593,5.5,8.37
3t1l,-42.5598,-18.2979,-0.00629804,82.9113,8.5,3.26
3t1m,-68.6703,-17.984,-0.00464515,100.99,8,3.04
3t2q,-52.6769,-20.832,-0.00137545,114.529,3,3.66
3t2w,-58.4714,-20.298,-0.00444902,86.3778,5.5,7.46
3t3c,-107.974,-19.7257,0.000343018,125.637,13,10.23
3t3u,-91.9534,-10.214,-0.0280935,132.3,3.5,8.6
3t5u,-42.8806,-13.5512,0.00115306,45.9498,2.5,7.59
3t60,-77.2325,-14.1293,0.0041684,100.232,7.5,6.7
3t64,-71.5341,-14.4624,0.00893387,98.4661,6.5,6.7
3t6b,-135.485,-45.3853,-0.0768202,217.703,15,6.36
3t70,-71.675,-14.4569,0.00928803,97.0787,6.5,6.3
3t82,-64.4145,-20.8198,-0.00459901,118.108,8.5,7
3t83,-80.9097,-10.9573,-0.00336304,118.841,13,6.98
3t84,-63.8705,-25.9707,-0.00343871,120.241,7,6.97
3t85,-62.134,-16.1676,-0.00478367,116.981,8.5,7.95
3t8v,-128.07,-38.8929,-0.0742139,207.17,19,6.59
3ta0,-108.029,-24.2071,-0.0812252,233.596,9.5,3.47
3ta1,-107.523,-35.6305,-0.0643469,224.646,7.5,3.25
3tao,-41.4042,-30.1519,-0.0195527,97.004,4,5.14
3tay,-47.1059,-19.1792,-0.0143259,101.496,9.5,3.38
3tb6,-38.9725,-23.2739,0.00468364,96.6759,2,5.08
3tcg,-86.0433,-46.6552,-0.085672,201.702,13,5.87
3td4,-47.3575,-32.3333,-0.0534477,95.307,7,5.66
3tf6,-39.3912,-2.71105,-0.0171976,58.3057,2,6.4
3tfn,-92.5163,-7.57422,-0.0137197,92.0125,7,6.57
3tfp,-98.7075,-2.48663,0.00619059,93.6125,6,6.47
3tfu,-99.9184,-24.0165,-0.0166945,185.959,8,3.28
3th9,-100.92,-13.6692,-0.00446602,96.5779,8.5,7.7
3tif,-96.0224,-33.1999,-0.0645243,214.846,7.5,5.38
3tk2,-50.9323,-20.4807,-0.0326016,54.8903,3.5,4.62
3tkw,-111.897,-23.7115,0.000967654,129.63,13,5.27
3tmk,-175.103,-67.7516,-0.106024,353.413,17.5,6.87
3ts4,-114.321,-11.4083,0.0298419,110.21,15,8.72
3tt4,-93.2637,-11.9345,0.0267852,85.7852,9,8.28
3ttm,-37.8863,-22.2794,-0.0900424,76.8175,4,8.52
3ttn,-58.9599,-20.637,-0.13305,113.546,8,7.84
3ttp,-108.455,-24.8584,-0.00733061,124.124,13,9.12
3tu7,-101.779,-33.125,-0.030021,133.456,8,8.09
3tvc,-108.003,-9.65711,0.0265508,90.6325,10,7.74
3tz0,-40.9913,-12.8299,-0.0438686,37.1297,3,5.04
3tza,-78.8502,-32.3055,-0.0614154,145.462,7.5,5.5
3tzm,-93.4979,-5.31878,0.00726433,134.626,3,7.77
3u10,-90.0579,-32.6845,-0.0397676,168.865,2,5.44
3u15,-74.8426,-8.68607,-0.00167879,89.5074,4,7.11
3u3u,-72.8765,-9.70767,-0.0328858,20.1728,14.5,6.88
3u5l,-59.4944,-0.262297,-0.0016002,62.8544,1,6.19
3u6h,-119.083,-4.51338,-0.000131629,128.435,7,9
3u6i,-123.194,-4.48453,0.000485854,126.503,7.5,9
3u7k,-87.403,-32.6864,-0.0193893,97.8144,9.5,7.07
3u7l,-79.3051,-31.6992,-0.0191778,97.8218,8.5,7.28
3u7m,-81.9045,-20.4849,-0.00526852,84.2857,11.5,7.45
3u7n,-67.4491,-18.8506,0.00884544,86.9745,10.5,7.95
3u7s,-106.471,-21.3072,0.00032972,122.958,13,8.43
3u81,-95.9336,-38.9314,-0.0483426,200.31,9,4.44
3u8j,-60.3554,-10.999,-0.0255727,79.803,1,8.51
3u8l,-64.6529,-9.64529,-0.0272916,86.5205,2,8.05
3u90,-31.9519,-1.25225,0.0163185,13.014,12,4.62
3u92,-60.9871,-31.1624,-0.0558781,107.521,4,7.48
3u93,-46.2457,-35.7618,-0.0553909,108.481,4.5,6.31
3ubd,-88.8885,-5.1516,-0.00246839,117.833,9,5.54
3ucj,-54.1824,-8.91474,-9.53465e-05,86.3129,2.5,6
3udd,-107.342,-3.74222,-0.000186328,110.567,7,7.1
3ug2,-67.4209,-0.590887,-0.00635451,100.911,8,8.25
3uil,-21.5329,-0.366514,-0.0235154,25.3471,10,6
3uj9,-47.4366,-15.6626,-0.0655771,91.2116,4,4.63
3ujb,-102.772,-26.609,-0.0275776,219.961,9,5.1
3ujc,-46.7585,-15.6584,-0.0642245,89.1338,4,4.59
3ujd,-46.3503,-16.0243,-0.0665463,90.0849,4,4.69
3umo,-98.2488,-22.3839,-0.0266443,247.914,9.5,3.89
3umq,-10.8925,-0.00313738,-0.0127754,21.2589,2,4.62
3uod,-78.7795,-9.84543,-0.0245461,125.129,6,7.31
3upk,-102.18,-40.7523,-0.042385,238.013,12.5,4.3
3upv,-82.8863,-36.2602,-0.115078,182.557,24.5,5.3
3usx,-30.3415,-2.60051,-0.0281698,23.669,12,5.02
3uu1,-38.7521,-7.92392,-0.0183122,51.1904,1.5,5.2
3uug,-61.6675,-31.5427,0.0229431,143.847,3,4.51
3uw4,-85.9687,-19.106,-0.0598653,85.0601,8,7.77
3uw5,-88.4245,-19.1545,-0.0457064,82.736,8,7.85
3uxd,-45.6506,-4.32123,-0.00530427,54.5088,0,4.41
3uxk,-40.4887,-12.3039,0.00595213,52.6337,1.5,4.93
3uxl,-40.4581,-13.5311,0.0089576,57.2417,3,5.57
3uyr,-108.242,-16.4649,-0.00387128,184.66,27.5,6.9
3uz5,-46.8542,-5.29674,-0.00510424,54.7239,0,7.22
3uzj,-35.9799,-5.10151,-0.00393042,46.9195,0,5.55
3v2n,-47.4053,-12.8134,-0.00754159,16.7102,12,6.1
3v2p,-60.8151,-10.9146,-0.00617105,13.011,16,6.36
3v2q,-53.5737,-11.3822,-0.00760464,14.8532,14,6.29
3v3l,-88.1509,-44.5815,-0.127694,206.838,10.5,6.43
3v3q,-66.6173,-9.06848,-0.000836827,69.2644,13.5,6.6
3v4t,-102.391,-34.0498,-0.0264874,257.165,12.5,4.11
3v51,-110.55,-6.56865,-0.000245665,118.872,4.5,8.55
3v5p,-81.0618,-11.6533,-0.0273645,124.244,3.5,8.96
3v5t,-93.7415,-6.45248,-0.0148783,126.216,6.5,8.22
3v78,-107.272,-19.6374,-0.00135136,88.6134,3,5.54
3v7t,-86.0892,-19.1481,-0.0477085,99.2167,6.5,7.21
3v7x,-57.5801,-8.58652,-0.00186556,75.818,7.5,8.57
3vbd,-59.1926,-8.90246,-0.00458273,81.425,2.5,8.07
3vd4,-52.6681,-21.5702,0.00181714,105.872,5,4.82
3vd9,-52.7228,-22.1207,0.000399402,103.449,5,4
3vdb,-52.7601,-21.6944,0.00356656,115.327,3,2.52
3veh,-60.7832,-8.28416,-0.0160567,102.751,4.5,4.96
3vf5,-122.366,-14.6449,5.3987e-05,134.855,13.5,9.34
3vf7,-125.786,-20.2824,-0.00108723,124.918,13.5,9.1
3vfa,-119.561,-17.6973,-0.000164736,122.736,13.5,9.19
3vfb,-122.816,-21.0866,-0.000662089,121.846,13.5,9.04
3vh9,-43.0896,-12.6624,0.00133215,45.7878,0.5,6.24
3vha,-69.0526,-5.95367,-0.0198152,107.784,0.5,7.4
3vhc,-75.1978,-8.61365,-0.0211604,119.113,0.5,8.89
3vhd,-66.5389,-11.0179,-0.0242444,118.82,0.5,9.28
3vhk,-74.5653,-0.465512,-0.00107083,75.9056,4.5,4.6
3vjc,-127.307,-35.5941,-0.0725598,145.63,20,7.72
3vje,-145.827,-41.5644,-0.106276,163.064,20,8.01
3vtr,-103.858,-20.9693,-0.014539,213.747,19,5.57
3vvy,-72.6763,-5.28081,-0.00222271,75.5827,3,4.84
3vw1,-82.1486,0,-1.76683e-05,73.3309,6,4.67
3vw2,-72.5204,-0.110782,0.00036524,79.1229,2,4.75
3vx3,-92.6487,-45.7974,-0.0509167,220.395,7.5,7.82
3w07,-75.0273,-48.5927,-0.0390445,158.871,5,3.38
3w37,-97.2552,-48.0197,-0.051357,232.807,15.5,5.18
3w5n,-52.6073,-22.4541,-0.000301536,90.3146,2,3.87
3w9k,-61.6747,-1.61109,-0.0203851,7.43058,12,6.32
3w9r,-49.2716,-8.86946,-0.0274226,50.1993,3.5,6.18
3wgg,-132.475,-30.1215,-0.0293734,247.055,13.5,4.4
3wha,-81.3907,-6.88077,-0.0208162,139.087,6.5,9.32
3wjw,-79.0612,-42.5499,-0.0363711,156.782,5,3.87
3wmc,-68.9453,-5.14217,-0.0696142,112.232,7,6.51
3wq5,-103.774,-55.8295,-0.0295153,202.458,9.5,3.85
3wq6,-125.573,-54.0252,-0.0269012,222.86,14.5,4.59
3wqm,-88.8096,-21.6088,-0.0499092,125.495,5.5,6.25
3wtl,-74.413,-3.4533,0.00403809,96.7927,3,7.04
3wtm,-72.7284,-2.93944,0.000123202,95.9195,3,7
3wtn,-68.0639,-11.6206,-0.00164563,93.6503,2,7.04
3wto,-66.3752,-9.88138,-0.000300685,93.4527,2,6.92
3wvm,-60.8758,-10.3326,-0.0294915,28.6627,16,5.71
3wz6,-83.0226,-16.5066,-0.0744825,109.149,9,5.96
3wz7,-94.8684,-25.9304,-0.0704906,122.871,8,5.74
3wzn,-67.7944,-20.0607,-0.0098146,90.653,5.5,7
3x00,-67.1477,-21.6265,-0.0477453,85.921,11.5,9.08
3zbx,-92.0713,-0.965654,0.00647296,132.971,3,8.22
3zc5,-93.8298,-0.535826,0.00562184,123.67,3,7.13
3zcl,-83.0607,-5.5155,0.00540003,121.108,4,8
3zdh,-60.3588,-4.81492,-0.0180339,78.2495,5,7.35
3zdv,-56.9393,-37.111,-0.00518969,97.9102,6.5,5.48
3zhx,-55.9102,-29.4852,-0.0202128,113.666,6.5,6.68
3zi0,-54.4553,-24.4224,-0.0231806,136.93,8.5,7.4
3zi8,-38.0656,-18.5763,0.00642339,56.3758,1.5,5.66
3zj6,-69.24,-40.0154,-0.0579319,116.305,6,6.66
3zk6,-96.5766,-16.9011,-0.00379154,82.1632,11,6.34
3zll,-40.0812,-5.04859,-0.000466732,81.287,3,6.4
3zln,-106.824,-12.3188,-0.0134224,96.2432,4,8.47
3zlr,-138.04,-12.7314,-0.0199291,125.102,10.5,9.26
3zm9,-101.246,-9.30158,0.000450155,158.877,10.5,7.42
3znr,-99.6925,-1.86029,0.00157432,138.367,6,7.44
3zns,-96.3884,-2.00436,-0.01255,139.785,7,7.41
3zps,-129.565,-28.287,-0.0257455,151.978,19.5,8.3
3zpu,-129.622,-24.0564,-0.0179073,153.382,12.5,8.38
3zq9,-59.8348,-25.9279,-0.0682093,150.005,7.5,6.02
3zqe,-39.6311,-0.00442925,0.0015278,27.754,5,4.23
3zsq,-85.8797,-17.236,-0.0158653,103.96,13,4.96
3zsy,-73.8889,-17.8902,-0.0176347,83.7836,8,3.23
3zt3,-67.9163,-14.3769,-0.012986,71.9674,2.5,2.86
3zv7,-50.8728,-3.66722,-0.019208,78.1091,0.5,5.92
3zxz,-94.154,-3.53374,0.00514057,155.427,5.5,8.4
3zyf,-42.0019,-21.1209,0.00411784,75.7712,6,4.85
3zyu,-64.9467,-6.38491,-0.00116372,70.0458,4,7
3zze,-87.8508,-14.062,-0.00278263,116.118,4.5,8.89
456c,-100.033,-20.8734,-0.00400579,78.9863,6.5,9.77
4a4q,-136.999,-18.9046,-0.0236591,162.468,15,9.4
4a4v,-65.164,-5.08093,-0.00339721,52.0641,8.5,6.54
4a4w,-90.629,-4.93509,-0.0042365,63.3312,10.5,7.72
4a6b,-132.391,-16.953,-0.0234883,152.247,16,8.38
4a6c,-135.524,-17.5227,-0.0247796,158.489,16,7.92
4a6l,-103.022,-19.2668,-0.0449634,113.754,6,8
4a6s,-38.7979,-23.2434,0.00937393,66.4019,5,5.2
4a7i,-92.6778,-12.1344,-0.00426969,82.9697,7,8.7
4a95,-77.2936,-1.72537,0.00390771,51.9429,7,5.76
4ab9,-50.4413,-14.1448,-0.0339006,62.855,1.5,3.33
4aba,-45.6554,-15.3145,-0.0330389,71.3664,2.5,3.82
4abb,-45.5963,-13.891,-0.0252015,58.9881,1.5,4.51
4abd,-50.1941,-14.0625,-0.0345188,70.4579,2.5,4.4
4abe,-50.8468,-15.9522,-0.0352558,77.5014,2.5,3.4
4abf,-51.2466,-13.0978,-0.0249426,63.0815,1.5,4.62
4abh,-50.5661,-14.2806,-0.0343605,66.2996,2.5,4.15
4acc,-78.4843,-8.21078,0.0151547,138.317,8.5,7.7
4aci,-44.0958,-29.5023,-0.0359668,104.024,5.5,2.22
4ad2,-63.5051,-24.2847,-0.0408159,142.262,7,6.2
4ad3,-66.7005,-27.7175,-0.02519,162.416,7.5,4.62
4ad6,-56.2251,-21.0404,-0.013559,108.659,3.5,4.78
4afg,-62.6562,-7.19839,-0.0317856,73.7883,0,8.3
4ag8,-102.448,-13.9136,-0.00347533,90.3968,5,8.96
4agc,-103.141,-15.455,-0.00214195,92.3879,5,10.7
4agl,-51.9463,-0.106545,-0.00374,37.4244,2.5,3.65
4agm,-61.3696,-0.178102,-0.00849159,48.433,5.5,3.98
4ago,-81.8181,-4.53374,-0.0106674,66.8006,10.5,4.81
4ahr,-57.1422,-0.33164,0.000595406,67.9818,3,2.19
4ahs,-52.6043,-0.0544629,0.000208475,57.9111,1,2.19
4ahu,-51.6633,-0.462354,-0.000587693,63.7045,1,2.27
4ai5,-44.7532,-10.0519,-0.00787153,90.1694,0,2.92
4aia,-43.2144,-15.6275,-0.00844402,92.1721,0,3.66
4aj4,-54.255,-8.27139,-0.0180574,63.8946,7,3.89
4aje,-53.5152,3.15739,-0.0611623,106.634,4,3.68
4aji,-57.2098,-27.6964,-0.0680873,118.358,6,3.55
4ajl,-66.9607,-17.6635,-0.00846545,77.3821,5,3.8
4alx,-77.5964,-5.57642,-0.0211971,60.7825,1,7.28
4aoi,-93.3963,-5.70308,0.0033984,143.836,3,8.4
4ap7,-84.7847,-5.41934,0.00710815,128.47,3.5,7.96
4app,-101.673,-14.4094,-0.027309,129.269,6,7.19
4aq4,-50.5673,-20.0585,-0.0012221,112.096,5,6.17
4aq6,-46.0142,-11.1496,0.0147716,83.5944,3,4.8
4aqh,-82.0574,-13.9909,-0.00775113,109.35,4,6.54
4ara,-80.8558,-8.10083,-0.0172295,107.034,7,6.05
4arb,-84.0995,-7.00987,-0.0150886,107.432,7,5.89
4arw,-60.0747,-10.1847,-0.00196018,80.6518,6.5,7.13
4asd,-109.085,-16.4884,-0.0072766,136.753,6,9.28
4ase,-105.416,-12.9185,-0.00284492,129.777,6,11
4asj,-80.6819,-8.98435,-0.00156136,112.657,5,7.55
4att,-60.0808,-27.7075,0.00788404,97.4231,8,6.98
4auj,-59.7285,-28.4847,0.00810152,98.298,7.5,7.74
4av4,-55.8057,-26.633,0.0129134,99.8182,7,7.03
4av5,-67.7991,-30.1405,0.00611761,96.3797,8,7.21
4avh,-58.946,-27.491,0.0137644,89.3163,10,7.23
4avi,-64.8173,-29.3404,0.00516254,92.784,14,7.63
4avj,-64.8497,-31.5737,0.00547363,105.999,9.5,7.44
4avs,-27.614,-7.93569,0.0494865,43.2065,1,3.49
4ax9,-104.787,-33.2078,-0.0393601,165.562,11,9.57
4axd,-93.9025,-33.5184,-0.0534947,262.081,9,4.43
4ayp,-74.7037,-30.9931,-0.0103684,174.325,8.5,6.12
4ayq,-45.9987,-26.2828,-0.0103793,120.452,3,7.33
4ayu,-27.7621,-8.00435,0.0509268,43.4569,1,4.73
4az5,-59.8841,-15.339,-0.0414429,107.591,2.5,5.99
4az6,-85.7146,-22.9863,-0.00491488,144.189,6.5,9.1
4azb,-78.9891,-18.5427,-0.00324457,145.13,6.5,7.24
4azc,-55.9296,-15.3511,-0.0392063,101.126,2.5,5.86
4azg,-81.7646,-20.1289,-0.00366445,136.122,6.5,7.1
4azi,-82.2494,-19.551,-0.00381885,140.298,6.5,7.45
4b0b,-67.182,-2.27827,0.000191842,48.1193,2.5,3.33
4b1j,-129.717,-33.4468,-0.0227056,266.721,11.5,7.3
4b2i,-35.1503,-4.86231,-0.000343085,29.648,0,3
4b2l,-45.1933,-4.9741,-0.00366001,44.8235,4.5,3.24
4b32,-34.5948,-0.0455387,-5.65775e-05,17.9267,0.5,3.34
4b33,-37.3976,-4.63108,-0.0017045,22.5075,0.5,3.37
4b34,-38.3244,-5.13093,-0.000430864,33.0078,0.5,3.14
4b35,-38.1716,-4.76165,-0.00071059,32.4081,2,2.89
4b3b,-67.2615,-16.237,-0.00222215,84.8871,13.5,3.6
4b3c,-31.1665,-1.86249,-0.000192092,31.3346,0.5,2.68
4b3d,-33.5054,-4.09669,-0.0006958,24.9401,0,2.68
4b5d,-66.5845,-8.51843,-0.0339679,80.3224,6.5,7.89
4b5s,-25.573,-14.7746,0.0229095,53.3171,1.5,3.49
4b5t,-28.1256,-13.8381,0.0165867,43.3001,2,3.33
4b5w,-25.1311,-12.0187,0.0331192,52.2673,1.5,3.33
4b6o,-79.274,-33.7323,0.00764204,138.938,5.5,7
4b6p,-93.4188,-33.6335,0.000946772,177.128,4.5,7.13
4b6r,-83.3611,-36.2868,-0.00711154,132.496,5.5,5.85
4b6s,-88.0333,-35.1751,0.0110189,165.204,4.5,6.01
4b73,-87.8425,-17.6802,-0.0154261,104.566,8,7.21
4b74,-105.897,-26.5299,-0.0399408,131.694,10.5,7.66
4b76,-61.1784,-4.65917,-0.0106781,82.6137,3.5,4.54
4b7j,-59.6643,-27.8115,-0.0733939,123.259,6.5,7.95
4b7p,-91.1418,-22.1071,-0.0609721,150.578,7,9.46
4b7r,-58.4172,-27.4966,-0.0876342,118.753,6.5,9.64
4b8y,-83.5988,-22.4283,-0.0133498,136.88,13.5,8.05
4b9k,-84.866,-11.7706,0.00436563,84.0633,6,6.17
4b9z,-106.149,-37.0895,-0.0490603,226.193,15.5,4.09
4bah,-100.802,-34.8835,-0.0129563,144.114,9.5,8.7
4bak,-110.477,-34.7869,-0.0112217,143.635,11.5,8.91
4bam,-105.884,-32.3402,-0.0109914,143.944,9.5,8.94
4ban,-106.885,-39.3052,-0.0138029,145.536,9.5,8.61
4bao,-106.716,-39.4063,-0.0155793,145.459,9.5,8.37
4baq,-110.899,-37.205,-0.0138622,146.105,10.5,9.01
4bb9,-60.4133,-30.8686,-0.0173515,166.837,5,6
4bc5,-37.3249,-26.1472,-0.0117653,71.9665,5.5,4.6
4bck,-67.047,-8.65712,0.00531451,109.536,5.5,8.4
4bcm,-88.243,-10.3691,0.0121034,123.449,6,6.91
4bcn,-74.195,-11.8963,0.00305799,110.215,4.5,7.92
4bco,-98.4963,-10.726,0.0106463,132.378,5,6.88
4bcp,-88.2189,-9.88238,0.000322334,141.102,5,6.25
4bcs,-71.4436,-23.6622,-0.0119219,77.8656,5,6.99
4bf1,-57.3993,-8.82403,-0.00144156,62.5523,3.5,8.62
4bf6,-53.5821,-13.2739,-0.00208713,60.4297,3.5,8.35
4bi6,-39.0271,-29.801,-0.0299317,94.5018,3,3.95
4bi7,-38.0284,-30.3471,-0.0244597,93.1602,3,4.58
4bj8,-71.526,-25.9888,-0.0370603,90.7321,5,8.29
4bks,-68.9317,-10.4704,0.0033555,72.7943,4.5,3.82
4bny,-80.116,-0.0398368,-0.000116912,90.6427,1,7.1
4bps,-55.2661,-18.0563,-0.0500608,92.4755,4,2.99
4bqg,-60.4244,-1.22467,0.00415163,66.2366,3,6.22
4bqh,-85.8964,-8.77615,-0.00271485,93.8927,3.5,5.59
4bqs,-45.3484,-21.5461,-0.0471561,76.877,2,4.21
4br3,-82.1003,-0.052551,-0.000199772,119.47,6.5,5.72
4bs0,-51.4984,-10.2383,-0.00296903,85.7501,1,5.7
4bt3,-39.954,-10.6828,0.03672,77.602,3,3.12
4bt4,-39.467,-20.6352,0.0308653,77.4674,3,3.34
4bt5,-38.9261,-16.9497,0.0303812,76.5158,3,2.76
4btk,-66.2022,-2.4217,0.00969137,102.847,4.5,6.62
4bup,-108.802,-35.8464,-0.0257637,205.63,8.5,4.95
4buq,-54.8928,-39.6354,-0.0209769,86.8572,10,8.14
4bxk,-100.684,-38.2424,0.00788857,217.238,12.5,7.95
4bzs,-98.1401,-25.5802,0.0379541,183.991,13,7.12
4c1t,-121.853,-47.5633,-0.00287168,268.105,12,7.15
