receptor,van_der_Waals,hydrogen_bonding,hydrophobic_contact,tors,exp_binding_affinity
4u1b,-326.612,0.453418,50.2703,5.5,5.31
4u43,-382.108,0,28.1305,2,4.32
4u4x,-343.682,0,5.91241,1,5.01
4u54,-229.081,0,38.1688,3,2.06
4u5n,-571.016,0.855764,73.8114,17.5,2.48
4u5o,-321.498,0,40.6555,8.5,2.42
4u5s,-525.997,0.783669,36.8378,17,2.41
4u69,-290.798,0,39.0803,4.5,4.26
4u6c,-350.604,0,65.4125,4.5,5
4u6w,-336.06,0,42.0411,5.5,4.21
4u6z,-272.62,0,30.191,4.5,5.41
4u70,-330.165,0.342562,49.0329,3.5,5.02
4u71,-300.014,0,33.8946,2.5,5.22
4u73,-291.468,0,26.7988,2.5,5.18
4u8w,-770.836,0,70.1757,11,11.24
4ua8,-674.801,0.492015,0,12.5,6.26
4uac,-809.811,0.684081,10.6323,15.5,6.54
4ual,-530.285,0,38.7277,3,8.4
4ucc,-316.66,0.393657,19.1891,4,4.32
4ufh,-270.708,0,8.28934,2.5,6.42
4ufi,-268.072,0,0,2.5,6.2
4ufj,-303.266,0.963144,8.43626,2.5,4.28
4ufk,-251.591,0,0,2.5,3.89
4ufl,-307.501,0,15.9004,2.5,2.64
4ufm,-297.322,0,0,3,3.72
4uin,-471.261,0,52.1134,4.5,7.62
4uma,-230.512,0,2.41581,3,5.41
4umb,-233.227,0.304999,2.08946,3,4
4umc,-227.184,0,1.32468,3,3.44
4unp,-379.211,0,56.21,2,3.23
4uof,-414.78,0.0515965,3.74796,7,4.84
4uoh,-438.841,1.62933,0,7.5,4.77
4up5,-236.948,0,17.9213,1,2.6
4ury,-419.682,0,53.2278,3.5,2.22
4urz,-410.975,0,43.1577,2.5,2.52
4us3,-481.521,0,44.8023,3.5,5.32
4uye,-441.695,0,30.4544,4,8.02
4uyf,-418.014,0.208044,93.8407,4,7.6
4v01,-814.415,0,111.899,7,8.11
4v24,-747.161,0,153.018,9.5,8.37
4v27,-387.353,0,8.59835,7,6.66
4w52,-184.315,0,64.6168,0,3.76
4w97,-1102.23,0.873145,86.2656,24,7.1
4w9d,-482.412,0,60.4492,6.5,4.99
4w9f,-497.593,0,60.9458,6.5,5.49
4w9j,-639.53,0.839397,68.413,9.5,6.23
4w9k,-659.377,0,81.063,9.5,6.54
4w9o,-614.009,0,78.1123,11,7.77
4w9p,-619.377,0,79.4436,11,7.8
4wa9,-614.315,0,103.988,5,8.42
4whs,-178.147,0,22.4061,1,4.12
4wk1,-673.364,2.07913,0,4,5.89
4wkb,-570.694,0,11.9051,5,11.57
4wkn,-572.901,0,12.5641,5,9.72
4wko,-640.162,0,33.8741,9,9.47
4wkp,-653.29,0,22.9861,11.5,9.55
4wn5,-573.003,0,138.304,20,7.41
4wop,-484.262,0,3.36703,9.5,4.76
4wov,-499.606,0.836224,19.9281,5,7.14
4wr7,-380.993,0,26.3414,4.5,11.7
4wrb,-538.508,0.0198168,74.75,6.5,6.19
4wt2,-725.875,0.47862,109.227,11,10.42
4wup,-289.965,0,16.6044,5,9.82
4ww6,-357.555,0,28.0762,4.5,10.21
4ww8,-296.53,0,31.8947,4.5,10.17
4x11,-266.488,0.778761,10.7791,7.5,2.22
4x24,-569.914,0,11.5634,4.5,9.78
4x3k,-881.454,1,59.263,25.5,4.56
4x48,-607.443,0,32.6608,6,6.77
4x50,-395.192,1.41606,43.8287,6,7.75
4x5p,-425.812,1.38945,34.8326,8,8.21
4x5q,-463.649,1.3007,45.8006,7,9
4x5r,-460.999,2.09993,19.0169,8,7.85
4x5y,-647.639,0,41.7683,8,8.03
4x5z,-542.141,0,32.354,6,7.63
4x6i,-429.231,0,34.9207,4.5,8
4x6m,-746.682,0,36.7052,8,8.24
4x6n,-811.738,0,37.0109,7,8.82
4x6o,-821.332,0,39.7544,10,8.72
4x8o,-1306.44,3.65798,0,19,6.6
4x8u,-355.126,0,13.1682,1,2.46
4x8v,-827.256,0,25.437,10,6.89
4xaq,-382.763,0.140213,23.3022,2.5,7.14
4xar,-380.697,0,22.9593,2.5,6.97
4xas,-420.239,0.0966003,36.1422,2.5,6.59
4xe1,-316.805,0,19.1595,1.5,7.11
4xip,-471.167,0,92.6006,2,6.63
4xiq,-495.744,0,85.1072,1,7.07
4xir,-552.367,0,93.5938,3,6.94
4xit,-584.001,0,95.6145,3,7.27
4xmb,-782.724,0,66.8297,10,7.36
4xmr,-253.012,0,38.6844,3.5,4.07
4xt2,-618.735,0,61.81,2,7.15
4xtv,-977.136,0.809392,35.0899,10.5,9.27
4xtw,-994.096,1.84843,27.7442,13,9.03
4xtx,-996.442,1.2509,27.2429,13.5,10.57
4xty,-1002.44,0.728485,27.3774,11,9.21
4xtz,-990.778,0.707005,27.5924,11,9.82
4xu0,-1003.96,1.24908,28.0136,11,9.11
4xu1,-978.889,0.71954,26.0946,10,9.49
4xu2,-952.907,1.59632,28.6617,11,9.23
4xu3,-910.795,1.65211,27.1986,12,9.5
4xxh,-532.939,0.597321,0,9.5,5
4xy8,-406.475,0,38.4666,2.5,6.4
4xya,-373.141,0,33.91,1.5,5.86
4y0a,-277.171,0,10.1984,2.5,2.31
4y2q,-356.72,0,35.2051,2,2.92
4y59,-525.361,0.467829,90.9604,2.5,5.24
4y5d,-544.179,0.386438,79.3681,3.5,5.92
4y79,-588.061,0,26.8345,6,7.96
4y8x,-830.27,0,39.1149,10,8.43
4yc0,-390.095,0,49.5013,2,4.13
4yc9,-480.909,0,29.0875,16,8.89
4ye3,-743.138,1.35822,64.1623,14,8.37
4yes,-586.865,0,42.2935,5.5,8.02
4ygf,-240.558,0,0.237543,2.5,7.68
4yha,-264.488,0,1.3001,2.5,6.65
4yhq,-736.341,0,69.5008,11,8.77
4yik,-633.226,0,42.3171,5,6.89
4ykj,-208.126,0,9.00566,1.5,4.43
4ykk,-239.956,0,0,3,2.77
4ymb,-434.796,0,32.8386,5,6.21
4ymg,-693.935,0,4.06817,8.5,4.68
4ymh,-678.841,0,4.42418,9,6.46
4yml,-572.171,0,9.88034,4.5,8.35
4ymq,-792.911,0,104.481,12,5.8
4ymx,-377.192,1,17.5672,5.5,7.1
4ynb,-682.734,0,13.3349,5.5,10.37
4ynl,-621.391,0,2.58886,21,4.62
4yo8,-560.435,0,61.8724,8,10.52
4yrd,-228.287,0,33.4166,1.5,4.57
4ysl,-405.945,0,6.31997,9,5.8
4ytc,-525.108,0,36.6391,5.5,7.89
4yth,-522.94,0,41.8589,6,8.7
4yzu,-585.22,0,44.8054,5,5.05
4z0k,-634.682,0,36.0875,3.5,6.34
4z0q,-387.699,0,47.3538,2.5,8.17
4z1e,-345.913,0,44.4894,3.5,8.24
4z1j,-367.354,0,57.4724,2.5,8.11
4z1k,-375.164,0,49.1981,3.5,8.33
4z2b,-642.652,0,96.5437,4.5,7.76
4z6h,-404.769,0,64.3883,1,6.21
4z6i,-513.895,0,81.4331,5,6.31
4z83,-564.617,0,46.5868,3,7.4
4z84,-576.248,0.00658031,50.4774,3,5.82
4z93,-455.922,0,82.8971,4,7.35
4zae,-708.679,0,53.4271,5,8.44
4zb6,-702.433,0,9.1291,20,6.28
4zb8,-717.071,0.476179,6.90453,20,6.03
4zba,-660.993,0,14.7207,20,5.51
4zbf,-592.011,0,124.687,6.5,7.13
4zbi,-586.323,0,132.514,6,6.51
4zeb,-694.674,0.676636,0,14,6.52
4zec,-687.081,1.44561,7.68275,15.5,5.82
4zei,-360.208,0.6629,0,3.5,5.88
4zek,-413.638,0.753075,2.71648,5.5,5.66
4zhl,-1020.34,0.138534,66.8081,14,6.47
4zhm,-755.015,0.249797,63.9383,10,8.05
4zip,-860.177,0.295948,106.603,13.5,9.68
4zj4,-719.804,1.38471,41.8808,11.5,8.1
4zj6,-709.323,2.59634,47.8706,11.5,8.52
4zji,-571.134,0,63.9351,2,6.47
4zl4,-827.699,0,55.529,18.5,7.86
4zls,-857.923,0,93.3975,14.5,9.09
4zme,-340.836,0,0,3.5,4.3
4zo5,-662.026,1,92.905,7,9.82
4zow,-343.205,0,40.3474,6,4.12
4zvi,-395.46,0,31.9888,5,6.33
4zwx,-390.664,0,21.3455,18.5,8.7
4zwz,-447.045,0,3.28812,9.5,8.7
4zx0,-506.981,0,4.81807,10,8
4zx1,-395.693,0,8.7153,9,6.14
4zyf,-634.051,0,109.339,9,8.64
4zzd,-519.049,0,36.9078,7,6.6
4zzx,-430.577,0,52.3998,5,6.9
4zzy,-582.064,0,74.5941,3,5.6
4zzz,-416.056,0,50.9718,5.5,7.06
5a2i,-481.828,0,41.4482,14,5.06
5a5q,-263.557,0,25.2905,2,4.68
5a81,-361.949,0,47.0776,5,5.54
5acy,-427.905,0,102.723,5,8.19
5afv,-353.457,0,65.2722,4,5.59
5ahw,-537.297,0,0,2,5.17
5alb,-906.798,0.593997,64.1637,11.5,10.71
5am6,-464.279,0,45.3855,2,6.73
5am7,-463.902,0,39.9633,2,7.19
5amd,-422.676,0,36.1427,7.5,8.55
5amg,-396.3,0,29.5628,8.5,8.22
5aml,-382.728,0,30.6594,6.5,9.15
5aoi,-336.45,0,38.4572,3.5,3.03
5aoj,-374.514,0.864091,32.655,2.5,4.68
5aol,-282.606,0,45.2651,2,2.32
5aut,-435.724,0,72.6144,3,5.17
5azf,-617.944,0,106.446,14.5,4.44
5boj,-353.17,0.454511,65.6124,6,7
5bry,-770.401,0.228822,70.3821,12.5,11.82
5bs4,-760.041,0,73.2546,12,11
5btx,-352.619,1.15373,0,2,3.55
5bv3,-663.411,0,0,7.5,7.17
5bwc,-507.031,0.0634874,85.3304,12,7.21
5byi,-345.259,0,39.2587,5,7.51
5c1m,-591.105,0,73.9328,1.5,10.8
5c2a,-411.21,0,66.8452,4,8.32
5c3p,-223.887,0,12.2692,4,4.46
5c5t,-251.724,0,7.51279,4,3.13
5c8n,-547.841,0,22.3041,7.5,7.55
5cap,-548.044,0,29.3188,7,7.28
5caq,-534.562,0,25.0386,5,8.57
5cas,-595.347,0,30.4762,7.5,8.85
5cau,-593.507,0,33.4792,7.5,8.8
5cbm,-323.455,0.0256424,13.7324,5.5,7.77
5cbr,-502.483,0,44.8521,5,5.74
5cbs,-408.801,0,46.299,5,5.41
5cc2,-370.329,0,44.6365,1,4.1
5cep,-475.673,0,48.8646,5,6.84
5ceq,-491,0,41.8459,5,7.38
5cjf,-367.753,0,50.0629,5,9.59
5cp9,-188.582,0,41.1093,3,3.51
5cqu,-436.292,0,46.9296,7.5,6.54
5cs3,-265.808,0,10.0813,6.5,2.15
5ct2,-262.781,0.565352,34.828,5,2.92
5d1r,-380.017,0,95.8324,12,4.84
5d21,-281.643,0,2.70114,5,8.38
5dgu,-790.303,0.28445,73.7209,12.5,11.35
5dgw,-781.046,0.225223,73.6666,13.5,11.05
5dit,-691.855,0.911591,100.799,14.5,6.15
5dq8,-397.157,0,89.1944,4,4.14
5dqe,-360.956,0,77.7552,3,3.63
5e13,-401.37,1.25456,2.55846,6.5,4.24
5e1s,-618.068,0,35.595,9,7.92
5e2o,-734.897,0,38.7229,8,8.7
5e2p,-796.876,0,34.8479,8.5,8.8
5e2r,-402.776,0,70.5618,5,7.06
5e8f,-584.444,1.33403,14.6553,20,8.64
5efa,-472.534,0,0,9.5,4.83
5efc,-393.302,0,0,9,4.85
5egm,-725.432,0,54.9353,5,8.62
5er1,-555.3,0,58.438,15,6.02
5er2,-985.28,0.120886,103.641,24,6.57
5fl4,-375.828,0,44.8265,3.5,7
5fl5,-346.398,0,24.9007,4.5,8.19
5fl6,-333.855,0,29.7201,3.5,7.36
5std,-596.732,0,162.983,4,10.49
5tmp,-1041.5,0,23.0048,20,7.47
5upj,-431.445,0,70.6804,2.5,7.12
5yas,-244.571,0,44.7298,3,3.26
6cpa,-565.425,0,49.6106,11,11.52
6rnt,-326.39,0,0,5,2.37
6std,-475.962,0,90.3425,4,8.64
6upj,-388.823,0,54.6972,2.5,6.32
7std,-446.376,0,112.701,4,10.72
7upj,-566.874,0,61.515,5.5,8.49
8a3h,-482.355,0.553897,0,7.5,4.06
8cpa,-577.267,0.319282,57.605,11,9.15
966c,-550.904,0,38.4004,6.5,7.64
1a30,-472.303,0.64368,27.1346,10.5,4.3
1bcu,-346.528,0,15.0014,0.5,3.28
1bzc,-552.365,0,99.6616,7,4.92
1c5z,-265.079,0,8.23621,1.5,4.01
1e66,-560.006,0,112.353,1.5,9.89
1eby,-960.117,0,128.886,13,9.7
1gpk,-455.356,0,64.8278,0.5,5.37
1gpn,-475.497,0,62.9992,0,6.48
1h22,-726.491,0,127.543,13,9.1
1h23,-756.771,0,146.761,15,8.35
1k1i,-516.562,0,17.1387,7.5,6.58
1lpg,-768.213,0,59.0398,10.5,7.09
1mq6,-747.452,0,33.7624,8,11.15
1nc1,-563.132,0,12.2668,4.5,6.12
1nc3,-541.666,0,0,3.5,5
1nvq,-667.991,0,82.2435,4.5,8.25
1o0h,-413.434,1.6404,0,7,5.92
1o3f,-471.445,0,17.3384,4,7.96
1o5b,-352.57,0,9.57289,1.5,5.77
1owh,-450.941,0,15.0855,5,7.4
1oyt,-607.08,0,53.7214,4.5,7.24
1p1n,-375.061,0,25.3208,4,6.8
1p1q,-356.967,0.644048,19.2709,4,4.89
1ps3,-370.282,0,0,3,2.28
1pxn,-509.578,0,41.459,2.5,7.15
1q8t,-383.173,0.938342,33.3567,3.5,4.76
1q8u,-443.116,0,57.0222,2,5.96
1qf1,-548.342,0,66.4678,10.5,7.32
1qkt,-415,0,82.8424,1,9.04
1r5y,-334.268,0,24.8591,1,6.46
1s38,-349.462,0,34.0072,0.5,5.15
1sqa,-567.444,0,13.4092,7,9.21
1syi,-458.522,0,24.7057,3.5,5.44
1u1b,-676.768,0.583167,6.574,14.5,7.8
1uto,-228.567,0,8.7206,2.5,2.27
1vso,-344.936,0,29.6632,7.5,4.72
1w4o,-356.896,0.448413,3.0491,4,5.22
1y6r,-569.329,0,5.27925,4.5,10.11
1yc1,-527.998,0,43.7647,4,6.17
1ydr,-432.187,0,45.4516,2,5.52
1ydt,-597.183,0,56.9207,8,7.32
1z6e,-806.9,0,42.6448,7.5,9.72
1z95,-666.614,0,75.6246,6.5,7.12
1z9g,-354.245,0,42.7271,5.5,5.64
2al5,-422.171,0,3.33784,3.5,8.4
2br1,-511.067,0,48.1667,7.5,5.14
2brb,-463.103,0,56.0512,3.5,4.86
2c3i,-463.55,0,92.9312,5,7.6
2cbv,-322.021,0.283691,9.7202,2,5.48
2cet,-509.797,0,32.6217,6,8.02
2fvd,-582.661,0,40.9924,6,8.52
2fxs,-424.974,0,20.9455,9,6.06
2hb1,-341.134,0,9.32386,4,3.8
2iwx,-419.468,0,37.7221,1,6.68
2j78,-345.177,0,0,3.5,6.42
2j7h,-275.875,0.498079,0,2.5,7.19
2p15,-667.855,0,151.919,4,10.3
2p4y,-770.998,0,85.2708,9,9
2pog,-447.926,0,92.1509,2,9.54
2qbp,-656.58,0.194877,48.7692,9,8.4
2qbq,-528.171,0.0909859,41.8906,7,7.44
2qbr,-518.593,0,46.5737,8,6.33
2qe4,-486.582,0,82.1954,4,7.96
2qnq,-761.012,0.530137,96.1942,8,6.11
2r9w,-431.463,0.57276,63.5812,4,5.1
2v00,-337.705,0,51.9756,3.5,3.66
2v7a,-595.406,0,49.542,5,8.3
2vkm,-1032.38,0,113.512,14.5,8.74
2vvn,-451.086,0,13.9777,3.5,7.3
2vw5,-547.214,0,54.1401,4,8.52
2w4x,-366.776,0,0,5.5,4.85
2w66,-409.702,0,14.1378,4,4.05
2wbg,-488.05,0,32.73,9,4.45
2wca,-429.536,0,50.3894,8.5,5.6
2weg,-257.315,0,24.6705,1.5,6.5
2wer,-461.835,0,33.1424,1,7.05
2wn9,-394.571,0,50.1979,3.5,8.52
2wnc,-430.123,0,50.5391,3,6.32
2wtv,-618.341,0,76.3888,4,8.74
2wvt,-316.285,0,0,4.5,6.12
2x00,-632.577,0,126.91,1.5,11.33
2xb8,-574.062,0.801178,57.0812,5.5,7.59
2xbv,-795.371,0,79.4545,7,8.43
2xdl,-369.681,0,17.1646,4.5,3.1
2xii,-550.435,0,29.8854,4.5,7.2
2xj7,-421.18,0,22.564,2.5,6.66
2xnb,-562.813,0,41.8396,4,6.83
2xys,-489.447,0,73.366,0.5,7.42
2y5h,-592.629,0,21.6984,6,5.79
2yfe,-471.676,0,75.5303,7.5,6.63
2yge,-556.021,0,33.1055,5.5,5.06
2yki,-792.129,0,137.448,2,9.46
2ymd,-381.504,0.850395,39.3813,3,3.16
2zb1,-586.622,0,108.533,5,6.32
2zcq,-490.718,0,76.2938,7,8.82
2zcr,-579.235,0,122.371,9,6.87
2zda,-601.62,0,67.921,8,8.4
2zy1,-495.769,0,80.7486,8,7.4
3acw,-485.997,0,111.035,2.5,4.76
3ag9,-757.986,0.77182,26.5856,31,8.05
3ao4,-420.211,0,26.4503,1.5,2.07
3arp,-580.564,0,130.879,12,7.15
3arq,-531.98,0.755308,83.8747,5.5,6.4
3aru,-343.071,0,24.9426,5,3.22
3arv,-389.745,0,86.5184,0,5.64
3ary,-297.973,0,31.0648,2,6
3b1m,-674.455,0,92.8459,7,8.48
3b27,-328.401,0,36.7336,1.5,5.16
3b5r,-668.965,0,80.8971,6.5,8.77
3b65,-639.484,0,75.7233,5.5,9.27
3b68,-766.79,0,83.6249,8.5,8.4
3bgz,-451.025,0.0218966,125.905,3,6.26
3bv9,-638.223,0,70.2383,12.5,5.36
3cj4,-375.745,0.149706,57.0075,5,6.51
3coy,-714.063,0.227404,17.1029,8.5,6.02
3coz,-682.938,0.0503208,14.0208,8.5,5.57
3cyx,-884.171,0,108.162,11.5,8
3d4z,-346.3,0,0,3,4.89
3d6q,-288.028,0.130291,2.98252,4,3.76
3dd0,-318.245,0,17.7497,3.5,9
3dx1,-250.676,0,5.72377,2,3.58
3dx2,-321.62,0,0,3,6.82
3dxg,-293.157,0.273889,2.84711,5,2.4
3e5a,-604.257,0,72.2686,7,8.23
3e92,-611.482,0,125.203,4,8
3e93,-778.461,0,113.806,5,8.85
3ebp,-480.514,0,83.8793,3.5,5.91
3ehy,-399.732,1.05615,20.9831,5,5.85
3ejr,-501.959,0.149854,30.6302,5.5,8.57
3f3a,-407.333,0,55.3494,3.5,4.19
3f3c,-413.955,0,45.8409,3.5,6.02
3f3d,-302.697,0,10.4885,4.5,7.16
3f3e,-300.945,0,38.7009,3.5,7.7
3fcq,-303.663,0,21.0071,3,2.77
3fur,-639.174,0,73.9134,5,8
3fv1,-544.335,0,13.073,6,9.3
3fv2,-513.241,0,13.0068,5.5,8.11
3g0w,-573.625,0,62.4299,2.5,9.52
3g2n,-468.161,0,21.6341,5,4.09
3g2z,-200.419,0,15.1372,2,2.36
3g31,-159.434,0,27.6742,2,2.89
3gbb,-453.412,1,21.5315,4.5,6.9
3gc5,-495.439,0,24.9094,4,7.26
3ge7,-606.741,0.67645,46.0586,6.5,8.7
3gnw,-692.259,0,57.5899,5.5,9.1
3gr2,-218.936,0,13.4478,2,2.52
3gv9,-227.735,0,10.1544,2,2.12
3gy4,-293.25,0,5.15855,2,5.1
3ivg,-667.539,0.256999,45.9793,7,4.3
3jvr,-401.88,0,46.2398,4,5.72
3jvs,-488.393,0,65.5561,5,6.54
3jya,-340.334,0,36.376,0,6.89
3k5v,-496.106,0,71.9863,6,6.3
3kgp,-275.428,0,5.9642,2.5,2.57
3kr8,-575.166,0,71.7536,2.5,8.1
3kwa,-306.139,0,19.8597,12,4.08
3l7b,-444.88,0,7.58712,4,2.4
3lka,-316.332,0.808064,19.7578,2.5,2.82
3mss,-320.689,0,73.9258,6.5,4.66
3myg,-536.727,0,17.3209,7.5,10.7
3n76,-615.639,0.879714,69.2401,7.5,6.85
3n7a,-319.772,0.811445,9.90126,3.5,3.7
3n86,-648.682,0.46041,60.5935,6.5,5.64
3nq9,-151.571,0,39.4231,6,4.03
3nw9,-845.918,0,54.094,8,9
3nx7,-421.545,0,17.6242,7,8.1
3o9i,-828.692,0,72.2115,11.5,11.82
3oe4,-765.218,0,17.1723,8,7.47
3oe5,-719.684,0.454874,32.8296,9,6.88
3ozs,-758.21,0,27.5371,9,5.33
3ozt,-717.069,0,32.2208,8,4.13
3p5o,-469.792,0,75.5362,5,7.26
3prs,-837.517,0,86.1972,15.5,7.82
3pww,-813.979,0,114.266,15.5,7.32
3pxf,-261.123,0,67.3379,3,4.43
3pyy,-497.446,0,70.9277,3,6.86
3qgy,-503.512,0,63.2138,4.5,7.8
3qqs,-412.527,1,51.8763,4,5.82
3r88,-302.67,0.932697,17.4705,3.5,4.82
3rlr,-472.175,0,50.5774,2,7.52
3rr4,-423.15,0,16.6302,2.5,4.55
3rsx,-326.77,0,47.829,1,4.41
3ryj,-325.839,0,36.0776,4.5,7.8
3syr,-465.272,0.217275,3.17641,4,5.1
3tsk,-763.958,0,78.1951,13,7.17
3twp,-214.223,0.653943,25.9657,1.5,3.92
3u5j,-381.093,0,75.3436,0,5.61
3u8k,-410.177,0,15.6618,2,8.66
3u8n,-472.301,0,24.6774,3,10.17
3u9q,-304.307,0,65.7015,8,4.38
3udh,-298.559,0,51.0263,0,2.85
3ueu,-255.311,0,102.28,10,5.24
3uev,-289.054,0.192677,119.586,12,5.89
3uew,-302.445,0,115.759,14,6.31
3uex,-352.454,0,139.617,16,6.92
3ui7,-419.486,0,64.4173,3,9
3uo4,-555.451,0.848367,69.6674,6,6.52
3up2,-555.004,0.923717,58.6673,7,7.4
3uri,-874.309,0.578306,60.5871,22.5,9
3utu,-840.675,0,62.4086,12.5,10.92
3uuo,-364.524,0,49.2796,2,7.96
3wtj,-455.712,0,18.751,3,6.53
3wz8,-601.258,0.571958,82.3512,9,5.82
3zdg,-359.825,0,25.4981,5,7.1
3zso,-618.849,0,45.0463,11,5.12
3zsx,-509.961,0,44.5808,9,3.28
3zt2,-451.8,0,48.8152,2,2.84
4abg,-315.188,0,5.14208,2.5,3.57
4agn,-419.032,0,34.4388,7,3.97
4agp,-499.069,0,50.0825,8.5,4.69
4agq,-504.853,0,48.5751,8.5,5.01
4bkt,-337.508,0,21.9797,3.5,3.62
4cig,-538.733,0,38.841,10,3.67
4ciw,-404.892,0,16.1408,5,4.82
4cr9,-318.366,0,12.1872,1,4.1
4cra,-690.757,0,37.3192,7,7.22
4crc,-769.209,0,37.522,8,8.72
4ddh,-384.666,0,13.3671,3,3.3
4ddk,-328.154,0,15.5825,1,2.29
4de1,-460.905,0,23.0752,3,5.96
4de2,-456.944,0,24.9188,5,4.12
4de3,-432.74,0,24.2135,2,5.52
4djv,-523.525,0,78.7559,4.5,6.72
4dld,-449.621,0,36.215,7.5,5.82
4dli,-507.661,0,83.4763,1.5,5.62
4e5w,-617.421,0,25.3233,3,7.66
4e6q,-540.055,0,27.6422,3,8.36
4ea2,-529.05,0,87.3391,9,6.44
4eky,-579.664,0.298287,26.2999,8,3.52
4eo8,-399.162,0,81.9991,6,8.15
4eor,-577.71,0,31.507,6.5,6.3
4f09,-406.949,0,25.1672,1,6.7
4f2w,-566.41,0,10.6639,5,11.3
4f3c,-632.773,0,43.6111,7.5,11.82
4f9w,-501.832,0,90.0982,3,6.94
4gfm,-394.122,0,30.5653,2,7.22
4gid,-1066.67,0.0579221,111.786,14.5,10.77
4gkm,-412.254,0.0808267,56.0299,4,5.17
4gr0,-935.394,0,83.2355,11,9.55
4hge,-534.143,0,34.6987,3,7.92
4ih5,-331.456,0,23.7755,3,4.11
4ih7,-348.711,0,45.6714,2,5.24
4ivb,-503.689,0,32.3846,2.5,8.72
4ivc,-555.476,0,34.4187,3.5,10
4ivd,-548.019,0,36.8711,4.5,9.52
4j21,-520.265,0,105.686,1.5,7.41
4j28,-330.923,0,25.3351,2,5.7
4j3l,-579.086,0,116.226,5,7.8
4jfs,-341.415,0,25.1641,3,5.27
4jia,-507.21,0,59.0339,5,9.22
4jsz,-222.169,0,5.51841,1.5,2.3
4jxs,-408.132,0.808094,24.6137,6,4.74
4k18,-562.352,0,73.5247,4.5,8.96
4k77,-400.2,0,24.3787,2,6.63
4kz6,-261.947,0,19.4557,3.5,3.1
4kzq,-520.253,0,88.6033,1.5,6.1
4kzu,-533.199,0,97.5616,0,6.5
4llx,-188.525,0,26.0747,0.5,2.89
4lzs,-285.835,0,42.9782,3,4.8
4m0y,-396.478,0,23.1369,3,6.46
4m0z,-625.464,0.746223,59.537,4,5.19
4mgd,-406.503,0,82.4039,3,4.69
4mme,-507.344,0,77.1855,1.5,6.5
4mrw,-244.98,0,50.982,0.5,3.3
4mrz,-220.911,0,27.4683,1,3.52
4msc,-478.626,1,72.3628,3,5.96
4msn,-244.913,0,47.7219,1,4.03
4ogj,-415.958,0,62.4514,11,6.79
4owm,-231.65,0,28.2792,1.5,2.96
4pcs,-322.905,0,38.9131,3,7.85
4qac,-605.385,0,104.837,3.5,9.4
4qd6,-439.523,0,70.3639,5.5,8.64
4rfm,-627.705,0,108.622,4,10.05
4tmn,-686.158,0.0768367,72.1698,12,10.17
4twp,-602.575,0,93.4396,5,10
4ty7,-648.058,0,31.676,7,9.52
4u4s,-339.888,0,4.54047,1,2.92
4w9c,-466.066,0,53.9611,6.5,4.65
4w9h,-571.951,0.851569,63.7021,6.5,6.73
4w9i,-535.791,0.870896,47.1877,6,5.96
4w9l,-637.044,1.56496,72.4724,8.5,5.02
4wiv,-361.402,0,76.3887,3,6.26
4x6p,-793.234,0,36.5434,8,8.3
5a7b,-532.586,0,60.8318,8.5,3.57
5aba,-348.567,0,23.5129,4,2.98
5c1w,-251.261,0,55.7707,1,5.06
5c28,-253.06,0,50.0953,1.5,5.66
5c2h,-663.148,0.964287,74.9334,8,11.09
5dwr,-584.363,0,102.379,4.5,11.22
5tmn,-569.232,0,59.1241,12,8.04
